userId,converted,revenue
ebf17450806a48d98b8e42b9a5fb2cc1,1,0.03
fc75bb0212654c74b07a8261fb78f25d,1,0.14
dd2a5bcdb0224c49831b2be6e4d5f235,1,0.52
18fb748770dd4f96b6c2a07b311986d1,1,0.14
f0eb4f6c43ed4a3383950ce86f0ec619,1,0.32
ef4775bfc63d4f5b860abc671956f3d8,0,0.0
08b80877cca94e0cb630883d371e8f05,0,0.0
10661fd590bb45bfbf86c8b79cfd8138,0,0.0
e3efaa00dedb4ca0803be2ad056d1f83,0,0.0
b69f33965b0f49358e1e0ce4b89b3501,0,0.0
486e9971b9d846679e92748d4f97147f,1,0.31
4f8b2f6b062a4ca8822a10159fc25ada,1,0.21
35416b88190e4bb982bc9d582a831bd7,0,0.0
3b127c5aee2c471bae1509745de194af,0,0.0
c4076757eadd4f4caccccc7a9bbd6eb9,1,0.13
4a949644f6294fefb6b8902ed1e595c7,0,0.0
004f42f9a9714955804cbdf6d5659ee7,1,0.57
b5c9b54a50a44d58aa2ec88dba5cee74,0,0.0
5eff1688ee6e4d22bf519586fa4fbd52,0,0.0
360bc604a69c4294a277b6fd686404ba,1,0.27
768e5341acbf4089ad0e6316585ead61,0,0.0
02b204e75a434b8ba047ed826087cc3d,0,0.0
e90d2487c2e64deaa39054a021fd9f18,0,0.0
df4283d736054c90bc866314b9d6fd6a,0,0.0
dc6538b65c2d43c8b9d987597a082f0f,1,0.2
4e8d99969aa447f092e8849663a7da11,0,0.0
3f8b1f958991433e9077f228517fa72b,0,0.0
43f03f5a9e7a4797b6d52343a5d1d62e,0,0.0
481be6e31b934decb91f27745dde3c14,1,0.12
b4f2e09495424aa08ad149faf323b2eb,0,0.0
a107eb87df644daab4bd047299ecae40,0,0.0
86bd606facef43be91b5f135fa8443df,0,0.0
443dc32504604cda8bd4f629c22a7bde,0,0.0
d0a7b65890fd4480b500854c345da56a,1,0.12
161f3077d1634400be40a61a3946df4b,0,0.0
f83dbf47635a44a3bd47482ca47b5fde,0,0.0
0dff526470864ff2a4f8930fc85cecce,0,0.0
d055566899ab41e799f29f99b6d50ca0,0,0.0
3023932ed9b845548e8cbb8504c19e89,1,0.3
617147c43f01457098dd9d1bdcf1738c,1,0.02
204c4c96990a4996b604aa3e1773d5b3,1,0.73
d76fba23cf7b40ba84db707877ae026d,0,0.0
951ca8677c9c4b80a2d966034e0718a0,0,0.0
d70a3b64b5b24bea8b813dc4eb5fb1dc,1,1.26
ece009bd8b2b4a35a81a27cc1ebaf866,0,0.0
257dbf0d92a54b4da9f368a912666806,1,3.74
1aa77f7f260043b7a9875057cdbb794d,1,0.26
866019fc41f84745b9d6abfefe591e89,0,0.0
fd71ecb1b9624710a5810161dc2da6c0,1,0.39
a859ac169117414986dcae5970cb9a03,1,0.39
18500afe637a4a0c8f33fd0768209af0,1,0.79
db723cbb9d1948259e54f8e95c53fa5d,0,0.0
b691fcc318bf4e6babba93c539470d5a,0,0.0
0912153373714c59b1f88778bdc19da7,1,0.54
73b57a35b1d245d6889fbf2a1a410c19,0,0.0
da2f837c476b4d1d8403db3fb7ae5313,0,0.0
0748c57e754e4dfd8c32b51e6b540a13,0,0.0
9a96caf8781b42e9b73c93b140a66c6e,0,0.0
fcd07b5d66af419ab1ba3827e72c6674,0,0.0
c8cfdd98fc134e47bd9b977b53159641,0,0.0
65c7bf6027b44ac9961f010bc74321bc,1,0.1
f6a958fee69e4811a96926821f18aba5,0,0.0
6475c87f2e0c417b952544d981cf2b37,1,0.06
5c64d5d9647e452b9371126630dfd9e3,0,0.0
f3d9da15b2ff4489b7d886a6850a161f,1,0.04
e8fe7fb1e75e430cbb1bb43227cb8c0c,0,0.0
df6af41d5d9c4e5c88ef611d4cf648ce,0,0.0
260ddb2e3eb242acbc5b74ca6f4f305f,1,0.24
2a9668a36d154ecc9595b7f48ffab269,0,0.0
b830e8f3ec8e4a6da95d296aebaa122d,0,0.0
2b0e3c6d2ca74d1aa832270bde1813ad,0,0.0
3dc98afdc0994122aa089ce5cfe1fc2a,1,0.06
70bb7893df01427d8fc88cfeed443c2c,0,0.0
bf4763ddf43b4636852e94a31a70e771,1,0.49
c16a0676aa2c4628a3302268d869f6f3,0,0.0
49c2ceb66fe947e4a8abcaf2cbaaf173,0,0.0
f67b5de140854dcc8d060d95030f0e64,1,0.14
a8ab074086b24ca0b7512dbd4d09e7f9,0,0.0
f3373464af1345c3ae94b55ab5e5491b,0,0.0
c3a721e3bfcb48b195d365cf2574af44,0,0.0
ccc334cf2b214cd881d9c46b612022a6,1,0.14
f836e82ce43e4d669d078ec22ccce89d,1,0.21
2ea66808031a42dcbe3aa2d0d4fb3118,0,0.0
163803bcaba84bb5b739038a75eb6411,0,0.0
1aeeebde6be846da8ee77044af27a209,0,0.0
942a2beb562344c2b2bccfb174d7a735,0,0.0
4824dfacab894aaba91fc678fd9232d7,0,0.0
08fa1df35bfc47c3afe77c27189597fa,0,0.0
7d05beac4acd498f8439c8f6223a3760,0,0.0
f61dac1e267d40f7b835c61bf8d2d1b4,0,0.0
3c18731c4c8d4f81ad555fbb8110d256,0,0.0
81fb8e77a1c64ed38d1565d03c893b88,0,0.0
f9f0dad0bffb4f709684b33e657cd57b,0,0.0
e086a4a891fd46dcbeb1848e8292f1f2,0,0.0
1e78f482724c4819a6c77bab7a675ba1,0,0.0
54843d7e713a487ebe2b50f78f086204,1,0.75
57d1148010334e4891ed7f27095e0c77,0,0.0
c844725853e54c68a3ab1686bf28cd8a,0,0.0
3dd00aae8c6c44e7b85804ec5d67c10d,0,0.0
1894341e680348fba2f57ba02127e6a4,1,0.34
81f598e4517c4743b2627fdbd9333935,0,0.0
dbe9d68359ed47e68c1bcfea4db42d98,1,0.35
bcb0a3ff5f314db8b428c08fc33c6362,0,0.0
043151b912d54a1fb11cd7291ea638af,0,0.0
75891ad9b1d74951a8de60c012392409,1,1.39
801c5016f8e14b9d91aff09098df6334,0,0.0
5791b311f86f4fecbd5316ce639eda5f,0,0.0
6505c51cdb4c4f83a1a7ccc6de1cf599,0,0.0
2afb8f355e204d91a5a8d50c605b2caa,0,0.0
172131e8fa634dabafc67d961b36f012,1,0.23
1d50489c13e84a06ba6679b3b76eaef6,0,0.0
6edc1921c8234acd9bedf226725699cd,0,0.0
d399b7830f0c4bf0814bbbdb9e38fd06,1,0.38
6bbde20085824bc2b30e599e999a4432,0,0.0
b5d084c474834be2b77c92551bc62098,1,0.46
ed03996915314d4bb68d0f34fcbfbfb6,0,0.0
751ccc40f58d4f3ca7fa6fe69753b957,0,0.0
49194f4cee094cc4bf440b5bc9a34cd9,0,0.0
0892c2bcb4ce43eeb228fbcb24c7c10b,0,0.0
0bba19d8abbf4d32867a322d30ec99ad,0,0.0
cd13e89d025c4c8ba619dc918618f793,0,0.0
3acda33f365b499abda8dce18df70274,0,0.0
5ca77a1f42634a13aafd55664c2260ea,0,0.0
d07930bd32db48988bb38cf02333b75d,0,0.0
4eb88e45e5ab4d1d8fab071978a2988e,0,0.0
2b208afce2ab45f694f5d45445bb75c2,1,0.04
fbbe1c351f1d43a6b9d0e359abaa4565,0,0.0
29aa31798f5b490582f9542898e48571,0,0.0
712e34bd3110454aa0c8874ab65ac09e,0,0.0
6f7ee49ae55644a0b95a9fd808d91bf0,0,0.0
bf4666a35d4341c3b38b135b53ac2c5b,0,0.0
083d4a568d724fd89cd515ef8f227159,1,0.07
7b85bd090be64ce59bf680bac6265396,0,0.0
fd6e6dc87f904c5ebca407e0fdebd0aa,0,0.0
81b691038c5141cba13207832d8e280a,0,0.0
f7cc1aaaa31543159cc855814d573693,1,2.14
2671a2f0db5f4cdeb5223ba14c6109e2,1,0.38
39bc08c9cf6b44fb8a690c86ada28744,0,0.0
e945108fd94343dfa4db900a01c85992,0,0.0
cb02d775f7b341bba89f8abba8c8e225,0,0.0
155d5387240f44038c354c45bca4d382,0,0.0
df6ee436cceb453084b9f5cccee7028b,1,0.16
82e554a6d8f74ce4a1cd326eb04f42f5,1,0.08
1d717138d5a74a7583870f40b02c47d0,0,0.0
9072f720a2384d36b6d6aaaaa71805b1,0,0.0
476616203c9144c4a9030c89a72622ba,0,0.0
0142db64c27a47a19022bfcecaf9f34e,0,0.0
dd31a80ffc244e70bd0ed35c1a517ec8,0,0.0
21e78aa73af8410fa415d9a5bd06a23e,0,0.0
45a5f8ca2798498fbaca16d6b655a3e0,1,0.95
9fbad68cdf824deab986477e770b1105,1,1.15
5d0647e0f5d14479b92fb8525ebffbe6,0,0.0
4962b3ae35b040e2829cada065f70e42,0,0.0
dd36aaf561c542c4bfcc756262e8662e,1,0.83
62eaefbea9764e7abd6125264fb184a0,1,0.04
e5695041cdb0491296fc5459e5654e2e,1,0.37
c682ca5c64674e20b72e16d99054b967,0,0.0
ee14203176724bf890f2901bab80384e,0,0.0
d3507f812158473fb172615de4ba2f69,0,0.0
b179ffeb6cc74cf28ed1e96d800fc440,0,0.0
0a8ce1dc70824678931a4ad2bbed2f4e,0,0.0
9a3ade1bae59427b982ce107b327eb20,0,0.0
4a02c57d1daa47b1b0662d1a7413a846,1,0.47
7a62dd38eb5e41a0ae384cb1882357cb,0,0.0
ad5e4e6371c5436aa076e30aa155fa70,1,1.83
a3fd38d754804735af9b906b64e4ded2,0,0.0
13107230e1f5491ba982c113a5f8d913,1,0.39
b1fdd8aa61d44268abfff1121bfbb005,0,0.0
a954e3d271a947a6900c128df6a6ed4a,1,0.17
92c36e98af524d7e8cb8e527ea74c480,0,0.0
810a9a0e4da249b29a229352f74882c1,1,0.26
f845f425395f4160804d67583b690b18,1,0.4
e61d2518cbc647cda91c5884a5cda181,0,0.0
8a37b82dc2c24757a9d8761c6e006fa1,0,0.0
849e5299dfee4fbd9c51bd611501cc90,0,0.0
1870130ef19a4685a8f5d5a90630a515,1,0.72
7c6f5d1c18394f90954b3a57a05d036b,0,0.0
c905a76fbb6b437497760e1c4b73f4b3,1,0.2
23706724d88e40f49fc281b9cf608af7,0,0.0
22c0c10c3ea14cd5adb608f974d152f7,1,0.07
5ae0593cd1ba4a4cbfe1b113b756713d,1,0.66
8c55c3b02b174e03a59dcdf740e39d67,0,0.0
5499312f9226465196af15ccaad05cc3,0,0.0
669cc453c5ca464c939983702409e5ba,0,0.0
395d9abd3a394676b93f09f52628639a,0,0.0
0058d0727fda401c8786f9f87b784e3b,0,0.0
08c30deaf02e47dc805ea3b1404a6b70,0,0.0
2b19bc21e3ad4a9195dbb91d6cfc49dc,0,0.0
e8f1bc41dbb140bab129705e2fe8f3a4,0,0.0
3b075e5f4d9d4309bbf005ecafcb7fe6,0,0.0
d32544936d4e4c1bad90841844fbc6a8,0,0.0
a0e95b5e1c0b4c918be1fbe35009f6dc,0,0.0
82900ca2eb534be099fde27e83b8dcfc,1,0.73
ce579e1e1f2e40d29f1477ed7a0125e3,0,0.0
c3248f93ff7c48348e6d45a4fd1b8a25,0,0.0
cfbe8e6e097748179057d6d9cd414d46,0,0.0
0980af71e77c455ca5ad42665ed948b1,0,0.0
cd50dd4d6c8345c3a08a8d364487d89c,0,0.0
f90fab2b44d443d29a3535e6aed803da,0,0.0
fea944cb5e814e438e65c4bc8857c82d,0,0.0
db7afc9946d842e78f5849be22ecae59,1,0.08
db6249c7be4d4b8c9e448df8789eab30,1,0.92
93214931725c429fbfc4d802f5b1db1f,1,0.4
651a33e2a3a24943ab9135c5a3987161,1,0.14
590f6376933549b7ba51a9bf12ac82e5,0,0.0
8250392a178c4911b4810e5582447bb2,0,0.0
8613a84d9a7d4d84bd06ef7a131190b3,1,0.38
d77d7f4a9c1b4f74a15c47cde7ff0c62,0,0.0
fcd1e6479b6849d889f118fbdd4cf869,0,0.0
9ded8ea07ec543e38f707dfcac40a242,0,0.0
a35ea631e7264fcf97950f7516be8167,0,0.0
bac9e4cc7e274d4fafea99bbdd2c681c,0,0.0
1b812bfe3b6d44f9af41a3f3cc994aa7,0,0.0
62c9184690104ed7915de0d0f21afb77,1,0.66
a82a7a0c64bc46e38d50720cf52f7c52,0,0.0
157daa6d6e604b4c924d63d82775f3f1,0,0.0
ab7fa1824318493793d900ff02b36b24,0,0.0
a0ed94af68904aadb4c075686ca7b652,0,0.0
8b0a16936cba43be923af0bc979dbf10,0,0.0
01dba3d0753b48cdb8d227badc832a6e,1,0.41
d2ffa22ece5d4d4f89855ee24593f2c6,0,0.0
7d4a5b361420434a9f30903be730c1f1,1,0.05
d30e055abba04c788b9484df282db828,1,1.36
d0207399826549c98780287ec0977d41,0,0.0
29068ede3e754db1a7f544fcef8e0625,0,0.0
309c5043679a4ca5ae617142e6876fee,0,0.0
49e526195a7c4f7da519811d4ff2e8f8,0,0.0
2af7ba7b020349e781d57a75f09a4d3f,0,0.0
d26d4cb3097b4bb887d8438c9c5f904f,0,0.0
505b124288ae4a27b2a951ac3943b0e8,0,0.0
407fabaf887743fd8ded6de597c4c3d6,0,0.0
25b596efcb8e4147877d3ef65c7aca02,1,0.05
f43d5a25e72f4a8eb9378bae9577a2bb,0,0.0
2af2097f7b964c82ac591c62b1b2d800,1,0.26
f037369ea7624c80bfbc9a3e8bbcb31b,0,0.0
b4105ece53624394bf0f2ebe4d967161,1,0.26
b26c270903a043eda10196b60b6a2f39,0,0.0
3dfe0fdacd9c4e2291dca196af70f170,1,2.21
5a7dec5f3d294a019aeac013aeb0135c,1,0.52
291edccd259942e0bba46e0afacce46b,0,0.0
6af5734d10544ee8b9cb93f9f5387e58,0,0.0
1ba7054ce9d34c6b827d3597369ce139,0,0.0
5f05439f1079494ea3ac06f50270cfd5,1,0.59
0633e5b5dcf747018bde2879babcb44f,0,0.0
5676a7d72a574755ad4199720e910a4c,0,0.0
c7bbfa51934c414685a56186911ae589,0,0.0
e77e706bad1e4a6ea8a99b7465e7be7b,0,0.0
f343a690d607424da1bdc438e68f6ee9,1,0.04
91819d62b5c74e4cbe33426840dfa7e3,0,0.0
0c267c2db6314b209164d6c6483fab7d,0,0.0
e40f97a7f1fd41ae9aa22f3fe65125e4,1,0.01
73b820e05ddf4fe284fc75355bc98a77,0,0.0
14d785280e554c2eadfac46999cc010d,0,0.0
7958d27fc7084d6cb5f54e0dc4612f39,0,0.0
c20845fbfb704d6e86ddba2dddaf101e,1,2.81
3e6ea12dee8b45ce9d8bfe1fe6aa0f63,0,0.0
b56c6282418946f8bb3ee22585308bf1,1,0.31
64e26e3e52b544e08a41356925cdd6a0,0,0.0
a152a0e1a8df467d9dcea06e7a9eca8d,0,0.0
08f9b0c5c6c54eff9f11456160245196,0,0.0
acce9b4e8d0548a68de494bc40a2ebef,0,0.0
8ed081a060ff48e189d53d7b31903243,0,0.0
79e2e6eb88b1496f932329e6259c2c40,1,0.24
1b07ab9b913f47d998fff96675f678bf,0,0.0
18fa5b5800af42c8902a683b266553ef,0,0.0
243ac0b48f094bb6bc369d446e0dfc2e,0,0.0
26c781de816547febb39909022bb3813,0,0.0
7fa020b1291a42d698bbad964d40bf09,0,0.0
f0364aa928324bef8b88367d6bb1907d,1,1.36
58e4578b6be8480ba63e92749d6ecfec,1,0.02
758cca9a3ffc4db0bf4f2373e53402f8,0,0.0
833762aa5bc1474b985857c48e14c3bf,0,0.0
3532b42c57ab46748a77aab7bcdd6779,0,0.0
904c196834b34d92accd347a0cb08a43,1,0.22
b8c671b74ab74a8e96543260bb5e8cf3,1,0.38
ed056a1cfeac4f26813f8bc5857b5d41,1,0.5
7dd94d2edbce482a8c179bf0eb752116,0,0.0
5524d37e2dc646348424b692f045f4e2,0,0.0
cd321318d1eb47c489c4d6d7f753e0f2,0,0.0
bf21bf679d6f4c0e8bc72101f45320c3,0,0.0
595d08e78e544321b141087be97a29ef,1,0.26
579b755a58474431971ccf6d52106d36,0,0.0
b07d788ca9b4499094016602db87940d,0,0.0
39662cd19c924f7ca1877881a81d4a09,0,0.0
cd639b82bc1949169c30b273f5d514d4,0,0.0
a17a87cc7b9e407fb35bcd36d9e0aeff,0,0.0
97de00bfcf2a4eb28742dc3a4518f2c6,0,0.0
5b1bee1dcf6445b5beda0d95ab92a6a4,0,0.0
5e8c501fadda431b925040b2d1055d11,0,0.0
cc59afb791df4d9083f305ea6d0cc3ff,0,0.0
5f62ee51b9d2416cbc14e937e5d20da4,1,0.23
6a79c2547c8846c7b2d1446fa05e3a12,1,0.86
881be1bf571046589bca943097c3ea1f,0,0.0
df220858e2754ae79f7b7e71a72c0f57,0,0.0
db471aa8af3649c79d7e1c1017509c8a,0,0.0
8e1c41d8700143ed8431b98e85a0501d,0,0.0
212c6bbc3dc340598537e8fb6a080f9f,0,0.0
51bff15ec35d44ec9143500521ffe94c,1,0.03
08091c6bf0734deea9b1fe8078f55d03,0,0.0
285927c1343d423582684f090e3f3cd5,0,0.0
44e04a22f1b045a5a8ca6d4892637592,0,0.0
823674981ae64b09b1cefd595594f86d,0,0.0
fdbbc701763c4fa8af5bd95837c637f7,1,0.23
584d2ed6c0a04cd9af24686b99633675,0,0.0
87df8ec48a4f460d9665978217bb1822,0,0.0
09e42ce4b16d43c186e990eef3e67cd4,0,0.0
01fc89f2008b45549a4a5643c5b9aee6,0,0.0
84c8d826e61b46c6a2bb8387cec5745e,0,0.0
80387594336847868a82e3886417346b,0,0.0
d2564f5df7fe47ddb8e01f808462a622,0,0.0
ba7445b3a9db43938a8b13e41b60a426,0,0.0
9757dc4e633b4aa6a65cff1c8080c407,0,0.0
0a98fabf03b44f7baed427a0f2e7e4e2,1,0.16
1094d2879c734c2d995fd94e30c4a116,0,0.0
f047bf862945434e9d9f9b821a08a64d,0,0.0
ae684d8620d540a297ab564ebabc10c5,1,0.12
cd4904c643c14347a0925a05ef953947,1,0.57
516c4cd3eabe4056ad583909545211d4,1,0.54
d39c19cf7acd4f57b3133fae9c3f248f,0,0.0
a50dd5e2764149a683e931740811403e,1,0.39
5128f9ca36384b98bbd99019191a4c5c,0,0.0
11e77c943af1497ca94249edb096159c,0,0.0
01f3dc6e98e54fb0b8b815fb0e1b21e4,0,0.0
cbc463e37a7d41da8de5a9b942dda0ab,0,0.0
7fa101203aeb436cafc6a98a9d2521e2,0,0.0
b32ae0b950d34d508aa1a13c1a8fbb4b,0,0.0
d8d595fdd592480186b422c425474116,1,0.67
9bc9d03290ed49bfb672dc433d99cbe3,0,0.0
8471e362c1ac450bb524b51ca5adb601,1,0.08
516ebc0313ef43d69295be1f60346046,1,0.34
06d00107b7104be99c339aea0bb31a45,1,0.24
8923a87c23614cec8565264d73d8d777,0,0.0
416871d526fb45dd8c30b3d5844d70e7,0,0.0
01c7fdf28ed840e58f2ac4627e201e3f,0,0.0
8c6ccaae14f84961833c4b0a43f8d85c,1,0.18
369594b4615c4721ac8e8ab4dd521041,1,0.85
a5d8b48a5f9941ac9206f703f54b3e39,0,0.0
1de0f151adf144389e93f1a07b6f6b97,0,0.0
c8f3928605774ecab5a5155ae84c137b,1,0.27
e6ae8bae309f4070ad508ba063b473bc,1,0.09
3867a504172f4093929cb637ba4cf103,0,0.0
0e0e59efa8f1402bacf2d53916e17410,0,0.0
87748e3f2d4e43a6848038f49ce9a635,0,0.0
954aa8cfd44940d4831c7eef4d9ce2f3,0,0.0
39e87265ff724168863ba4e892a476dd,1,1.68
40f71c6dbee9469596a1947f0eaa6db3,1,1.76
b0333a22a69342e0a653ee11f5b8ae18,0,0.0
037dae867fa44c06b71ac7b452b136a2,0,0.0
ae6be759173e4e70b1a081b7ca98bea4,0,0.0
1e44313a64354cbc98f20e60b1d6f397,0,0.0
368fa5cb87c54b648f4914edf8d7c255,0,0.0
37120dd1dadd4d2caa8319890d992b74,1,0.11
fdee41b8c0fd4d6cabfc944d44dc7ee1,1,0.08
4c1931d573d44e70ae87d2af6c7e4dbb,0,0.0
30b46f0f75f849a3ae6e03480ed27da8,0,0.0
90069c9a6bc54ade8e26afb983ed4978,0,0.0
5483ef4ed0654832bca254b9fde2c16e,0,0.0
9c0b45393ebc41e1aeebd8411c3dbb4c,0,0.0
a4f5411b83db4b5d8eaaa5057bb72491,1,0.5
eb15e54fea314a1d91854a90320c9964,1,0.47
ec6d1308d91b4989a15e02e97d7545f4,1,0.55
26e3a200f35b4e0e9260f31f24f7d7d6,1,0.87
fb70c142aeec47298fecf9a71d33763d,0,0.0
e327648b03c041179aa7dc0dd77f8358,0,0.0
caa651c0b1654f74aea85d85cc0a9c3d,0,0.0
38382dca469c46a49c1cd2e547bd732a,0,0.0
edfd80b2b6974f11b3644bedcc8aefb8,0,0.0
0f01742fcfe14c6a9707a1f07a7dd81f,0,0.0
e2654a6b4e6347cf84dc178191d2eabd,1,0.03
93246402863c42659906b2302824a401,1,0.01
17e1914667b5485d811bcfdfa462dd41,0,0.0
56199d64c8af42a0bc2a7c6795012eb5,1,2.02
a96fd6b1917a4a0eba4ed7df074a4580,0,0.0
4a026ce9efcb4b7484d44931ead7bd53,0,0.0
335188ca9f3749d7830d0b66e01c4f0f,0,0.0
7d8e6d1620c44d0887a744cf1e1212f6,0,0.0
0b48c0e2d6b245aa905a89bdfaf9f34f,0,0.0
e6ec0d34aa694b9ba4863a29beedea61,0,0.0
6b2f2960d57b4d3ea71cb99138ec56c2,0,0.0
14045193f20948fd93de3f5abf613c5c,0,0.0
fb558ee6dfac4e689c94e992c5718fac,1,1.45
b47b45e942ba4d96ae7626b98e7942d5,0,0.0
ed14d944b81a4af7878cfd7896c7e24f,0,0.0
1768526b707643fabe01a4bd813dce1a,0,0.0
6eb380e55f6542cd9bb0c7a1f53b210c,0,0.0
3e18d31a5acb481dbae78633514871fa,0,0.0
7ec52d36798749d099c0512def885d15,1,1.81
d5c665a84c7f4510ab3e599778e87e43,0,0.0
4936d21218e142b49d6eef61a25c40f4,0,0.0
62af9f2c8c8d463aa67912a3f5a875d5,0,0.0
9f286abe94e043c1883549ced999853d,0,0.0
5d5b08989fc34e3da531416dada374f9,0,0.0
a20ee77cc5d246e3b42b1290602ff9ab,1,0.01
1e080b8888014a4da5de00fe69817621,0,0.0
e1544ebe1e864f6095b851210979f9dd,0,0.0
c82ef12d53224fa48d73abb6db5ed9dd,0,0.0
f6d3ad935bc848538606708681809a2c,0,0.0
fa980527253847249b0562b0fbe41b71,1,0.08
b61e87a455c143cd953d4132f3071251,1,0.82
39506d37bb4640769a7d11aaafc275a2,1,0.64
adf88cac85e44cf89b60e74dd64a4c63,0,0.0
e74463f0e9384d7cbf0e5d83d4f7fccf,1,0.62
48e34a0ec37e4682b4ee9957e8c6d90c,0,0.0
8e07be1569d743c3bd6fb4ade7b94450,0,0.0
2892685491f34454abbbf7b60893f084,1,0.22
425c3de805814c7bb70ecf5f54ab9309,0,0.0
56f509af202b46e5ad26bca614082eac,0,0.0
d1a32f8f7d38448e8ccb91f9d6d8b03b,0,0.0
e4d8e4500541455a986fb91e66ce9341,0,0.0
2e3f97d4820a45f68779159a60dbd940,0,0.0
29158f66a4e346c292feb77f3a4c8547,1,0.18
949c7fd64e3b4e6dafe84904d9689d1a,0,0.0
6a908a45514d4ec1bed5f31e79f97faa,1,0.51
6483de66f5ef4d4abce3fea97ca9f15b,1,0.47
19846ad57f684c1a854092de1c930251,1,0.05
dec186b396ba41eca57347b383f48361,0,0.0
4d5182373f7f48c6a336e394ffd94c61,1,0.53
4bbffab58c6c4486956aa0bf8cc28bc1,0,0.0
82a8298041e942af89d015e5f09a4077,0,0.0
ba0276e266c94afcbf91cf6f132afc9a,0,0.0
66f52d5223bc43b3a91963405cefa15a,0,0.0
261d891053e94c9ab63a0ebeef7aecbf,0,0.0
87fa4a0b79c74b60ba80fa807fc2a605,1,0.56
f378cf90175c4f7184ffa8825423b4c0,0,0.0
59ff73a7505644c9a7a9c5d6ece29940,0,0.0
4096bea9e86b4b1da2e7d883bbe6232a,0,0.0
c8835d6f407541908def9b8bd2e5b070,0,0.0
90f121c6a1944ef0ba2c3a5cdecab53d,0,0.0
9689c0c535334f248b186e0ce885067e,0,0.0
36d5bdd159c64a8c92f7e92e47e0f4f6,1,1.12
fb7433b4816e45c59c0b4b470a34b867,0,0.0
c36b00e8ec4a41ac881be4a71eea2dbf,0,0.0
ed03813353fe455d9d24e8c705103b29,0,0.0
19cf22ef59e946a0a32e44ab3141f2c3,0,0.0
f570ad2c92a84e409ddac8d78cc8b8b6,1,2.15
174c64731707416399eb85baefdeaf1b,0,0.0
629be5f8068d40138e092d6abf30c336,1,0.98
e1671810e27f410691f6f2b17c039d81,0,0.0
d9dacfc84c9c4a98aff71936eca42359,1,0.5
adc44a85eba24dcf921ff53e276ac08a,1,0.17
171e612d15d44ffa8393a7113bb603d0,0,0.0
c34ca6cc556a437cab9c9ce85092e54c,0,0.0
4a00734cadca4293a98360a1096c7a6f,0,0.0
6a86637c50404415a61cf844282ffee2,0,0.0
5038bfaa7dbb4eb59d80724c66148bd6,0,0.0
239611a922f54355bc9971bced84b257,0,0.0
ed4c8efa9c874bf1b12e5541be46611d,1,0.26
63fb8810b8214e119f5ed3348a6a906c,0,0.0
539721809a154eab99bba6ef5455a557,1,0.11
5be27a2fc6cf4567a69a9713aba0c934,1,0.48
5a0e149ec9da4fefb7eacb02eab4d20f,0,0.0
285b5c42d39749f38a5d947263688252,0,0.0
788eb0ed154c4eb898d423310ce8aeb7,0,0.0
336b32affec94a0abb8ef952185bbe84,0,0.0
d5d8b8ff7ac7459e93fa8b140eb3e91f,0,0.0
8552a38e57c14dfe96cee64de8f1c094,0,0.0
88cce1360dbf463d86bdb8d52d5983ac,0,0.0
71b13676c22347b29d13d68340759edb,1,0.29
12fe8e3fd723418593cd67e1f24fd269,1,0.45
732db1d4c7e54bf2b9bae034e2043dad,0,0.0
0510e85396684134a5fb691344f0a372,1,0.18
