userId,group,converted
e0b3cabc24ab4f8e80119958c713930d,treatment,False
ec7a6a6e4ce948ffa03c281a8ad80dbb,control,False
40c38fb44c6749b99edeefd93a708b58,treatment,False
c5a50b2eb82e4ce7acda92ef8e0e15ce,treatment,False
3edd0d34d0684e289ea4dabee5573c41,control,True
525dd0fe0f274962a94d99ac55dabb5a,control,True
82c202ecd2114c09821ca8f10e11491a,treatment,False
cf74a11f50c348c48a60d3bf7b9ec756,treatment,False
d0eead3623ed4af7a9649755d0503b96,control,False
5350e8492ab843d39297ab2c47d14a1a,control,False
15b5792fa689480da6ac31b146d64614,treatment,False
5da32029ed164b769c8d4205b27a748a,control,False
1d08883a13804d8cb963311fb4f15229,control,False
bb5ec84306324e48aba9855186105d5b,control,True
aa288326803848fcb448ab0f3546c4d9,treatment,False
8155e621eebc48b99c4e0182017bb710,control,True
f4758037c88f4d3995a3b9ae934ec324,control,False
47f193bb88a04d7e9ca69d807bce841e,control,False
ecb46d0a7426441e80cd7a03c92ca983,control,False
196ab84451df430b8d82934f5959de89,control,True
0e5967c8c9ab47ebaaf68557ab041385,control,False
ed7b139bf9824240adf4decb29626f0f,control,False
e4094337e5984ab18368ff8966b0c970,treatment,False
61af2631e5af468fa23d1dab5bd9648e,treatment,False
925d2f70cf1f4cb3869a097495d74406,control,False
e1ae512e49cf40b5b83fb67d392c0881,treatment,True
5ced2456a79f410487f2a8a21de61777,control,True
d82689b580f24ba981310c415a4f0ebc,treatment,False
f21e80cd58bf45dba94b9ae9fe8f3c0e,control,False
5b0144da17684ffb9362868860f51440,treatment,False
c566c9380d63493192333ee22f92da70,control,True
bf91a61e9ff04c0194c50f97c9c3483e,treatment,True
5496dc559c0c4b45b68e64a54e09dff4,treatment,False
a2f7f15ddb2c4a88b4b0f401738367b3,treatment,False
2753e493c17940518813cb1233e1b648,treatment,True
f90de52d0a454ec9ac45812b38d664d3,treatment,True
531e1ac55ea84ec7aa44be7e0e2c71bd,treatment,False
2984bdf2ddd14397aa240b3c7bf5fe69,treatment,False
e7be16beb9de4280bdd35ca4cb7980c9,control,False
929357cdd1a644df901552a7ca4cd7a2,control,True
a9c590444fc14a078e09980aff3c93a6,treatment,False
80c941bec9214dc6bce10da4387745a8,treatment,False
bee34b21f58f485f98f7f9170626701a,treatment,True
432f03d544ee4ddeb2d7ea1785f71ad8,treatment,False
6c4b803ef8fe41abb2a475da9114e443,control,True
22b8c3c03d6541178611cc8feaeb3ce5,treatment,True
49048b56d7ae411491bece053d227845,control,True
80db92f9c2484218afaf5f5b5bb2a6aa,control,False
4b6f6f32c285420a9af598473f9c6f49,treatment,False
b7dba04c6deb421db2a1c94ee56f4af4,control,False
7be866afafc14707ab86fa642b2ed53f,treatment,True
a3a2fd6cc86a49f9b757df648bc6e1d6,control,True
f7bf8bde12d647f4bedb3eb201463041,treatment,False
3fc675cd0175463daafd3dde4460eabd,control,True
769dfb4c73d442438924fac867642e71,control,False
5d819795ec0641fe82f6bc8e5837257c,control,False
f851ef4dae4442258a5cfb4faf179213,control,False
4f171269e30c4f4fbce799936a453271,control,False
6332dd03aafa41c1abb76a0a1ee97262,control,False
5588ce50cd9e4a4f9c0b8442dbe9c366,control,False
129a7be575054b6d92e0c3460ecf5512,control,False
c30b25e94f2b45df93dca4f53c518a3a,control,False
b34893ed8a9a451a93b05ca96af943df,treatment,True
abef8be67d6b4448bcee518b7f7c4951,treatment,False
c60c62bd6cbd4508abe73600f3ab7f1f,treatment,False
c4c54d8f62c24b52a01bbf7a75ad5032,treatment,False
41cd5f2a5baf46808bb139f2a9315874,control,False
12b3708463d44a249ce375f870160dfa,treatment,False
e7120c3a9bad431ea48d0bb2f393d5df,control,True
f7fe8830b2d945279b8e81f7a14291b8,control,False
62058148054e41bb9bfa26da0fc466cc,treatment,True
4da8a69af70a4597964373b65e90075b,control,True
936426d5e5cc4e42abf2000135b788df,treatment,True
fa62b77c42a5446288ec7aa43ef49665,control,False
373da44f014446b28acc238255c21c8b,control,False
af63c3705f9b4a08a14fef0e119949a6,treatment,False
cfe15cdcb5f3464cbb6e4e811313d09c,treatment,True
f5f9691fe5de4c368805fba4c08d7451,treatment,True
ec0b7ff67faa4811a103bec456bc6fe6,control,False
36de24a55b8d4b518569ba9a1ea8a944,control,False
66fec0ab79554706b9e40c9f886089f3,treatment,True
d66da23ccd31437ca023902a5a7b3759,control,False
ac00821dbe984512826b344ca32fe227,control,True
f45e23cee2c148d786e3a6a673baad89,treatment,False
51e2284f4dd749ceaac0575ddb3c981f,treatment,True
3aebc290317540fb9aeb2b047adec382,treatment,True
e3c673e9c5d7470daa9af541751147a9,control,True
d7c6b44be2b44a389b2cb0b016498dc4,treatment,False
ef4a9c59c1b444469b2e4d25c322be67,control,True
526b651e8fc246c3a6a1ebba8af3a8d6,control,False
09a66bfef6b74489997d7a055e12ec61,treatment,True
ae0d1dbfd4c24aadb0aa5f395bc69c79,treatment,True
bd061905592b448e94c8b372b593449e,control,False
28a999c10efc498f9e0445aa91fa6cab,control,False
3c37d640fe5a4115879774e4bbe0c35b,treatment,False
a6c39effdfae4e008a05e79cca7a62a1,control,True
5b4d2db18b214f52a670a79dc1433a73,treatment,False
24a7ecf8d19a4a0eab38b25d97a87a9d,treatment,False
4be055e5285040dca738c994f4404f69,control,True
d9e20796febb40f1aa6225ff3d585e33,treatment,False
97cea41034d54eaaa1227f9da2316b38,treatment,True
96113b6432644bf2a98b77fb59738291,treatment,False
2e621b9357a9425caf8e8a8989c010be,treatment,True
fb510fdd3dd1492bbe931f226ed4fb18,treatment,False
9e6d34a3847f418b8bcedf2792e63ce0,control,True
4c2f68d64c07461dad49a722ab5e2f52,treatment,False
694ec0b8f36d4377ac376a0ce51eb667,control,False
64908b944c3e41528fdc542e6886d5c7,treatment,True
686b8bdeef1c4c29acdb6f64ef88d485,control,False
3a87c2e4e3ab465da05c6bf4e1ab3952,control,False
eeb4e902b5ab4bbba338c02afe24fa5f,control,False
aab435f26d64445189eb0a8e759cef1f,control,False
7425788dfa89429c895f17a7a28552d4,treatment,False
2934e677d5a6453586aec360a527b204,treatment,True
59a7a6213d4346d298476f4043ea732e,control,False
417ee7288f704d84b5c918c99e2a93cb,control,True
47c60f952c60402d9f7d5c2bcdbb3c71,control,True
e2e911cb9c4b44568bdace0f6751c9d3,treatment,False
d3c64da3160049a38ff61d18b0cc4e6e,treatment,True
de5a73760a884e2dbff1f2d86e06c245,control,False
cd0e69c41a664697b5cf962bc2d6aa65,control,True
4973196741b64394a7e55c6e6ec82a13,control,False
d071753e71d34883b75fbd3b253c378a,treatment,False
883a5677f35048869d658ed8107d4b37,control,True
dfb80d5d93f14b33a3f9afbcb20dbff5,control,True
c5f5f2bc78e547369b9d8ae419f777ab,control,False
5f46be33ffc5479faf9bfd9fcec163cc,control,True
1442ba7dadf942da8de9371834c95e95,treatment,False
47f914277ef7423a8f0baad071df6a9b,treatment,False
155da118c39a46f6915fa60827d8de90,treatment,False
94c919301de94195945880da81f9ce32,treatment,True
10785467a60348958dd86e774b386431,treatment,False
d7a337796a3846b8ba5749aec45ee485,control,True
6e6e408316be4d76831531b89d257f9e,treatment,False
564543c7e023449197a60e409f90462c,treatment,True
3134168a74024c93afd58be0038c58e9,treatment,False
a94be3024b234084863ce9ddbaaaa585,treatment,False
63cd012a53854d0cb200d990f295d8fd,treatment,True
748d1b8f9c4542acb70b283405c9466d,control,True
7c7399eff3644d05b6e0f9c0e6ebd201,treatment,True
f7a54c475ce64a0f8f17fe3b4500abb6,treatment,True
bc45a9ae8e13425da1d8bc346f2a513a,control,True
4351ac46f3e24e6cb9c4503cbefea3d4,treatment,False
98429866881c4c14812e9d0c6621982c,control,True
2664915ec4da4622b3c316287984513c,control,False
f2053b90ec1341909c871463e64996af,treatment,False
f3f51a2449aa4aaf8b62b619a286974c,treatment,True
77a109acba124f8e8e10fc4aca3560e2,treatment,True
3834ed0eb55949c2aa0ec3765dcb8945,control,True
e71c5087a4d848b38147a47711c90552,control,True
5c1b5259bfae43c0a3690d8ab9b8665a,treatment,True
7cee482eb6c34ac2a8fbe1de85b38574,control,False
015a248655c64dc8aa5ef24c8d986eac,control,False
ed5e2a59c6ec4cdfb33518e024012149,treatment,False
a6ceed7851524774a26212230958ae5a,control,True
9c88475785394faeacbff0ca3fbb2dea,control,True
cf65e5edaeb240a79d9b4988f969b3e9,treatment,False
152a88c5ffdf4485a3e72863e06068d9,control,True
d3680f34006d4afb8db58444499a69e1,treatment,True
c08f05b597e74e4f81d90a1e2cb9a8c8,control,False
b538855ea7a447a9849ccc345c37955b,control,False
09434ab884e9486395e81ae02e07ad98,control,False
8939d4f521264542bcf5f675894527b7,treatment,False
356c0081baaa48e4a23b8ed778529d62,treatment,False
0076bb76cb06400cbc8b6bdb4523e363,treatment,True
4da91f6210d74fd9b9cbe9c23326f2ed,control,True
25557cd2df3e460dba6fe5dca799c8a9,treatment,False
7282c1fad703486ca90a9986070375c7,control,False
aad85c4d76954bb9937703eefa8df2df,control,True
80aeb99a80c445b292dbfe6f52c08017,treatment,False
3de8269483ce4a54b34dbba40c328dc7,control,True
b5f0765cba54482a8c6d200bbcbe733c,treatment,True
2176620d77934f419889fb04af588f7f,control,False
6f178e4d862442448ffefd71864bb4a9,control,False
aed8aacd61f04a909eedfac496335287,treatment,False
02af161948fd4f588c43f4e7e84bdb20,control,True
7c827ff9f68e4a1fba4a7715aa45a23c,control,False
33c91198c9d04f6886b27de5b82090c0,control,False
7db6c43a787248988a4b812529ee980f,control,False
4f8f123dd99d4c94b981e640b7adc06e,control,False
b4688856a0944d719702c8cfb147d890,control,False
0b90f9f576c04d3fbf652039e6000976,treatment,True
3c785fa99aab4ae5844878aeb9e000d0,control,True
de6b68eab9f743ecbcc821146c954f59,treatment,True
d24ee7d94b1847b3ab7e2bb7d7e5f25c,treatment,False
7196276681a64a4bb238b13e0a4cf6ad,treatment,False
6ac1cf24fc2f4ed2926c0640ed02b72d,treatment,False
6a86dd6c414a4a3284e941542b5137b1,treatment,False
fff1e58dedec43218286b18aca852862,control,True
c2db0f2fb41a460b9b466802bf11db9f,treatment,False
1a3ee176c6c64939b5b3feb128284ac1,control,False
40ddf6cf1a644d509df2f10695d1bfb3,control,False
68298468df204d489848207c54990246,control,True
72388311549541d884794f21212ab6ca,control,True
2e666a65e4c3499997a1b9b7dbca8085,control,True
9ae29f0e39d941dd8948d9f154d338ed,control,False
1f35c748ed4447d2b3b71f8d76e6ffe2,control,False
89d094939ff6479db6df0554a5b9f7c7,treatment,True
1b3b475cbb164cf3b9b488226b8aef61,control,False
ae2eb195bfdf485c9ccbb1903f2130d9,control,False
4aca349979f84a9681f37dc02c87cb7b,control,False
1368cf2687054ddd82843c83fa86d02f,treatment,False
c44a4276c16440ee90a425efdda16fff,control,True
56c26422cb9e483eb52526215a69eb56,treatment,False
d2d2afccc2884086b7b163f161444935,control,True
6b688f3c79114f3f86b8c38af22f8e24,treatment,False
d707e68251ce4beea331ff23bce2b89a,control,False
b6d48a6121d0439ebdda3c208868ac00,treatment,False
970321f5f5ce4dc080a28319d2e6a969,control,False
ae4d7cb20aea4c908419069b388a59f6,control,False
424f89990fde4b71a47659db8b9aaf03,control,False
8ff0eda1565b4112a8183f5b36945ed7,treatment,False
fe497ddc4ce546cba861fe462e224f78,control,True
60f72ae6e4d1418d92deba9c42d3d6f9,control,False
d8be908ee7144a94836be5818e41fa7c,control,False
e6be99543761475498104e1693af3f27,treatment,False
2e1b0114190b4521abaa463e9b3d07ce,treatment,True
715ba4bc405a42cdb80072d609b184d0,control,False
134c441b1e3b486c9c54e22eef515e4e,treatment,False
72093cf003a04cdeb2213b88966a88e8,control,True
46bfe95628fb44d884a802b485e3f658,control,False
91d1f876676647c9bec84441dc4e538d,treatment,False
afa40c67dca84313b748e22ff0b1b017,control,False
e35872b8bc6c4a33b8d53ed9222b11b6,control,False
485f1b9460934125a3c057e4952ad32c,control,False
faeb6cd37a61407f96575c92961609b5,treatment,True
c03015e29380460ea098ef34f54d1b0c,control,False
b972306435d3413ca59211156a606766,control,False
b09d95ed9ec34625b6cccbed2a3f7e2f,control,True
97d47920f24344f682268d1943cb2d15,control,False
9016a9be2eeb4e8fb21388cb773777c7,control,True
757ec1d5ee234a65a567c9d7c769a21f,control,False
4311d75029bd4fe5b623fe012a4d8236,control,False
8aec74034d16463d9c65c12aa2bbb079,control,True
c10e06b2a3d04a9192876bf501ba35a5,treatment,False
8ad8c4010cf4415d96b29fe33dbf0ebf,control,False
17d9fb0bb2244a649fab2849bdc671b5,control,False
24a6080bcbb8441d9185570686de40a7,treatment,True
52ef105116ba4e81a28a1cd445d53e4c,treatment,False
3548903e111b4a02b250cfb29ccad215,treatment,False
34944b80841346ce824f5a8ff5e1af1c,treatment,False
322d4f2f33674651af779c1d07ccdd24,treatment,False
16d570b6a08c4625aa112e52fd8ab402,treatment,False
19ca1dcd5fbd4519a78fd611d183c98d,treatment,False
e734be5f2adf4ed1b2d8ba0a1a137b30,treatment,False
e0a45ef1cc6b4ff8a592f83a11e37700,control,False
14db19dc495549e898ad146d4125a040,treatment,False
ee0246af9af44e8580dbe376c350decf,control,False
57d8767664a246ea97e4a6d2ee0071c2,treatment,False
76c0d167019a4100a5576b3a9a7fee3c,control,False
b76180aea00d4aeaac44b7d8e076b057,control,False
ce297263c0514ee48af38e0430184db5,treatment,False
3d8c547093bf4f5e935b3df83b9eb86c,treatment,False
4d92ee9984d7401c9e819ad06aa2d04c,control,False
76682b9e03b74691a8685afd06554566,control,True
875a1e70ffed4558baf630e6fffeb5e4,control,False
80d065f4c3f04874abf9918e4c5dc8f4,treatment,False
2718e6752b19476d80dad7c697201e19,control,False
bb2d66dea0194544a84a51205ba40d34,control,False
9d6d4a662e3f4386b098acb8a0d39b8a,control,False
be36741fc55a4589889936528761b09d,treatment,True
5079e7a7971d4ea0974ccee51ea01fdd,control,True
962dc5f5800346a7a6d1bdbaf03b519b,control,False
5bc1a939dada48cbb97c5052b53cc023,treatment,True
f218e3694a0c4782a72222c5db990968,treatment,False
12ed70cfa0fb446788efe6d759ca2667,control,True
f7203ea8f8aa4fe2914f732b81a7ac79,control,True
61e0eab50d2843a3bd0927eeb2f193c3,control,False
e3f5dc4279534300b93d799bca7c9b19,control,True
9706ba3b33f14b3bbf2e6a06b2bfd0f3,control,False
93c1d1cdd55c4a6b8f56dcf98e77233b,control,False
111ef2ddcf6e44f4bea3781bb1cdef3b,control,False
d1321cd263db403aab0eab9e83194383,treatment,False
92222fd474854072b512093e4aafdae6,control,False
4510f107c54a4cc9802635e5c626bd17,control,False
95649d31cafb49d1bdd92e9558c28b0c,control,True
a0faf295b3ce4c429183ed2b63939b9f,control,True
36c8657cfb064415bd2595700c331487,treatment,True
6fb98d9952514e3d8a030701fb46784a,control,True
de7a9286fdb54094a0e2f3be38874706,control,False
a7cf9a3e428c4497a7e6f4d0633e56f8,control,True
34f015bdff8b43b582b0892474496f25,control,False
2849382ba54b4dd087d8d23c9c57d052,treatment,False
8a2648ada20647fa89c9a8d054e5b3da,treatment,False
8a630edc6805408e9314a309fc593dda,control,False
ffd34a961e324d84bac579fefc8694c7,treatment,False
36c2e8438c754feb816eab8a299f681f,treatment,False
784721bb405c493fb91327d5d1aa81db,treatment,False
7019644bd26f46f5be9bbe1b51941547,treatment,True
8b7a9eb34f2b4488a99f714c4e63950c,control,False
ca36aff037504831b8b3acac1fd5d575,control,False
c342b60553f44329b42923f8b9f6e6e0,treatment,True
75eda3f843304936a8ce6a23a00d83c2,control,True
30a3820165c044a99a074398f4b1869d,control,False
1cacad8592904aed84a4d52156996d62,control,False
b08207710d084bfd8215061933e72bcd,treatment,False
84ceeb35eaae49e5a4cbefc023f3acdb,control,True
52992409619b4436800448c49ab92215,control,False
1a68d83d3cc446b98444acd269a96770,treatment,True
2b4ad02f61f54101877f14317aca95ff,treatment,False
c17587d23bfe49c3b504b6a7ae1bc36a,treatment,False
bcbab71c13b0413db7a3be01d7b01d10,control,False
f77068843fc84a49833b1400ee1abc4e,control,True
1201e2f8ec504f05af293e1cf193e938,control,True
a93d3167f1f4493ea145dd3145b1fa0b,treatment,False
a0c0b52b70f14730991ca5b0585cdb62,control,False
745ef8323121494987c68ba2be818da4,control,True
c3621b9a4058495eae6c128f6a24b07d,control,True
a5dd4c04349d4ef798917c52aa636a7a,control,True
3c573e94ef9c4229a672e84ea6a15aad,control,False
2240556785934ca6a29e04a049d42cf9,treatment,False
5f0520415e934bf89fe83b312477d047,treatment,False
631d98f63474472188bfecd53515e655,treatment,False
eea53cc8be81420a86c508c9790fc0d2,treatment,False
792cb6fd48854df596d1c6822441dc88,treatment,False
0b34fd6a5c9c4b3e9202992d0f9eda8f,treatment,False
f793aba1b2254caf9a0183e4c0d70b1b,control,True
1515857818c44fa6a25b3a6cd09ebb59,treatment,True
03d46462cae7444ca1c587b05fda355a,treatment,True
9df6255ed20b4576a04fcfc47a9cb96b,control,False
544fb77826d6481589410ba92b5152a9,treatment,False
099c0de7bd0146a2a73339e1d201305c,treatment,True
febdb937d2c7452296f40ec2516dec69,treatment,True
11a2a07f7be041dd8cd3eb43ae055db5,control,True
cd819f7652484f7fb6a3a2088550a23c,control,True
ee82738d0d3b49d9850dc4a78a5deeba,treatment,False
cf0b97ea402c4d3488e71d4e4f4ba3ad,treatment,True
1dc2236869f34d6c80b0849fecdf300d,treatment,False
025834f589d3423e8a2082743040f842,treatment,False
4dc4046b75224958a510b166b46ae55a,control,False
3ebbe8a0e14e498a814ea582f9a01b88,control,True
8f1f0ee17e904f4cb25475efdc4174c3,control,True
7d7d7ae832ec4f33be6005367b5664db,control,True
89171a53b104441e925aa02bff2d238a,control,False
070a92f22c5a40dab672d5dfad545113,control,False
e15a208478a64146a5453f8964e6cf3c,control,True
805767f39cd14945a60e293bf5286e7c,treatment,False
e6e62f3aa5b04db6a6aea38b501c5182,control,False
c321b5c6bb8344a982467ee9df024cc6,treatment,False
e6241ff0942048009c70fa4ab0f43900,control,False
0445c727481c44b2aaaefc907f41d40e,treatment,False
8a724ff7247648d291e066b3e64a94ce,control,False
f424dee801274f6ea2552aa3ea897cb3,treatment,False
7ed5f0491ef140889d4604193b9d4c95,control,False
4520bfd90e8d4b09b6e2ceaa373dc60f,treatment,False
198501c9274d45cba8aad4a9fd1a3b16,control,False
3ffa4f60bd2946ec87b754b79c810ae1,control,False
ddb7835c33144ba993850a547262bc33,treatment,False
ef7bd8d7bbce4e1eb4de238ee6b3480c,control,False
d932158e23994846834eb1f1fc69602f,control,False
20664124a4fa4368b7d80e33fd8efede,treatment,False
637374caea5942c9861dabaf489c027a,control,False
605c120f2e444ea3a11e08d1318b07e6,control,False
e3964d6d27c746e3a71a6cacce18815d,treatment,False
f84181fbb00e4e999a447250bfd26d9e,control,True
6e3a733e866b468bbfcef5c07dd52bdb,control,True
c97c3c404bdd44bc8bd2721c1ecace87,treatment,True
4ad49854ed794750aa9d244a190fbe6f,control,True
1d831685802a443fb759041e12ad6244,control,False
21348f570cf3433ea313df4575f4edb0,treatment,True
ac7fadf25c604b4e916975c37159ded7,control,False
d72ad3f3077544b887c5c2d39f20d143,control,True
404593b0eb374510b804f97fc76a6e01,treatment,True
90c46314f0fc4400b76d3a30dda5e261,control,False
142d3a9a0f354aa59dd8166c41b03841,treatment,True
f6f8c5991aa54ea388a75bde8d8397c8,control,False
7c2b13e152f047d59106b51f6d4fbded,treatment,True
ed23f26309084dd9a07f6846b7f64cdf,control,False
0ce3a313fee9458fa9d7e2c22d9a3a5f,control,False
8517cbd0354a46e084612c5746b585fe,treatment,False
73773936a0cd441986bd1fc801c1f612,control,True
c0d21ea542a0483c82c2f89a8c85eea8,control,True
ef5d40998d9349278c776deaa096dfcb,treatment,True
be6fcb5f33f84618abd73faf08a0fcb7,control,False
785f2f2d290b4d19a6bd4c21fc301497,treatment,False
a1acb4aea03a400baee383c4ba3afafb,treatment,False
a898209eca8a48008d9f3767d99be291,control,False
52bc9675787c4626be20ef7f9009b900,treatment,False
8258fe67236046b1bd83ac3be6bbec67,treatment,False
6ff9dd2b4c184ad0ac182a6398c374ae,control,False
9ce1a99e6e3445b8bf619f1a9b6c1354,control,False
ab4cc07580f044878a62ecdd3c279bbd,treatment,False
6b3f6bc1880a4892a90c82a66b8e84d3,control,False
1cb5c428ed364bfe8ff90397846002a3,control,True
763e36d9bed149f99237d6e0727a0829,treatment,False
20149669d27941bdadfbc6101c2f8064,control,False
b57930e8ba4a40c3b53e0c5208e7c792,control,False
9bf728f431b14705a8e09ebc2535c461,treatment,False
21627618a31544309829baef914fe433,control,True
385f3c01d42f4b02a2eb9569f629c159,treatment,True
b6f947c4959f4a3aad316ba2599017c4,control,False
873a18f440c741b8a49669da945dae9c,control,False
f3a1dd253a2245e9ae385cb2c4c28a0a,control,False
d30e0dc627fc4a21b20af7cd439b34c9,treatment,True
ada40e72f69743fbb328f7590daaaf22,treatment,False
9296968c00fd4b78b884ae71ca5ce38b,control,True
ad54b4c329ac4487926f9ca6bee65595,control,True
14fd4e85352747619f7180bdea599e2b,control,True
cec12a76b1414aa1af07d203807ee941,control,True
1ca84ed50db8456fa16d170b814fb073,control,False
471bacb38a694f8d85e19eeb332f6dd8,control,True
f39413da1bb54c7d9e4c6772cd484975,control,False
e35e76b9e0a949a5b07a3f0e785a8033,control,False
ffe6112c44e247b1963797f7f0ec359d,treatment,True
0c0132ffe6d3429ca771d134b20f2483,treatment,True
1d6f5730241946c79a8adf1b75fd66e1,treatment,False
9abdaa6774734497adc72b1649ce46c1,control,False
a3bd012f544a4420ad97f939881ab513,control,False
2218d1b85ebd4595b20dc5d2cf31a06a,treatment,False
6c43eea7f1f548b8b72276beb98124f6,treatment,False
b3fee1536d19434c947a96af0ca4df67,control,True
0052d229a57843ebbb045bccf28f8796,treatment,True
e9fc4dc6815e4bdca724f449f5ae1671,treatment,True
81b7047e1fdb4a9d93c212215283def9,control,False
95834f57cb1b4db08411d4a5e318c954,treatment,False
57c0fb37501641ac90f453050a4b5003,treatment,False
3f905bf086ed453598f6c5c13973ab95,control,False
6532da50841e47e194188d585e259ed7,treatment,False
d5c7215f01374715b4c776a580ea76fd,control,False
aa94deeee90c4564bb59a3b3b8643778,treatment,True
e22e715eb2634279893955307aa80260,control,False
deed4036cc20422da85f2b2c90013db2,treatment,False
6e5ac5db51564040a159eeba1407538b,treatment,True
15bd5399d4be4aa6a14df140db552f3d,treatment,True
78c2f6ac1c1e4f7983514673993bc7eb,control,False
520c2f823d4a47f5ab99d3e2ab19f78b,control,False
b5f70ddcb926491e909715ad46d1e848,control,False
8785a82efd3145eea466a17deae89052,treatment,True
5aa12d6b1c184286bee8c6c7b1d6eaf9,control,False
46b1d557c73142bb82a69d093f6a3a68,control,True
eb5a70c1ac094d908d073c7abf235b7f,treatment,False
3a6e8d2521384294a177e02c6b0dfc26,treatment,True
23674fc49303458e9038a444d7464224,control,True
d5422e4cd0d44c7c93a1690fb8ea79e1,control,False
96b9442a2c4d4214829f349f46015fad,treatment,True
42fd37bb8c1d4243beab728dea073ac5,treatment,False
20083d9cf40b40ffbc871ce4da8a5760,treatment,False
000f590014834fe9aad0c370ea5bcb0e,control,False
4e33a807ac464327baa6c1139ae073c8,control,False
9e5c71538cf045b79b99c5b3fab07867,control,True
d66ed6d3c35f4978a34790086c3f351b,treatment,True
277f591e25374df597ead3785b7046ad,control,False
cd5b00e5a8b44441a0eeaacc6715bf6e,treatment,True
9ddeda668bc747b98df7118f69eafc01,treatment,False
ecff3b7403104ecbb066f6c32d9170a7,control,False
f10c4b6fe5d34cbcadf31c8c633a5b50,treatment,True
abadb75ef5604383a5b2537899c11c18,treatment,False
5ecf709cbc294483b64a427040e85f3d,treatment,False
3cac62c74ed34f0ea4b5cdf2ea4148cd,control,False
894250a4be6c440fbe88fc3c97172c7e,treatment,False
0a6840808fdf4f078611c0c9245c0241,treatment,False
ba9dca461ce24f558b0fa5c1912175be,control,False
6af622fc812e405680211423d5729238,control,False
c0563708863b4434b4661245ec0e4955,treatment,True
780ff316b57c4a71b84cc4f55a200dc3,control,False
0fddfa9ee6934f679c61c77942f6786d,treatment,True
2b01df1307264092b726f1ac067b5c5d,control,False
6ec5eb0e46b44d1bb5065ee9a7d9732e,treatment,True
45a89c790b5f4e8eaed57b6c8a656561,control,True
70db18ae154542c9b5c6052638650060,control,False
46913bce20e54766922cacad8b842df4,control,False
db62b64d8b9f43fb8458b2efdf6054b7,control,True
9c2bc0a1d55f49978a29017e3ab3c910,control,False
adb86a62f03d45d280df1348dd3421dc,control,False
965dc64a8a6e406aaa923d951923e61d,treatment,True
b6d01f6ccdd0465fb1a448819498bdf2,treatment,False
52ee170faa104d94adde0d7e6121f677,control,True
282a04913872454fa503ba8413e8e614,control,False
6964242f2f3b445bbaa98a1b5f348703,treatment,False
5d0fb81bddc44bd0a6d2b48370caf5b7,treatment,False
088926a468ac481e8117116c8bf6b868,treatment,False
83f6f625789b49f2b0c32123f35f1372,control,False
